what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui",1267671089798
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267671122700
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.properties",1267671122743
started,bundle,org.tigris.subversion.clientadapter.javahl,1.6.9,"org.tigris.subversion.clientadapter.javahl",1267671122938
started,bundle,org.tigris.subversion.clientadapter.svnkit,1.6.6,"org.tigris.subversion.clientadapter.svnkit",1267671122985
started,bundle,org.eclipse.jdt.debug,3.5.0.v20090526,"org.eclipse.jdt.debug",1267671125705
started,bundle,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui",1267671125901
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1267671126028
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1267671126535
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1267671130361
started,bundle,org.eclipse.jdt.junit,3.5.1.r351_v20090708-0800,"org.eclipse.jdt.junit",1267671133179
started,bundle,org.eclipse.wst.server.core,1.1.102.v20090825,"org.eclipse.wst.server.core",1267671148128
started,bundle,org.eclipse.wst.server.ui,1.1.103.v20090909,"org.eclipse.wst.server.ui",1267671148153
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267671150139
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267671153330
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.properties",1267671153345
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1267671177519
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267671177692
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267671180013
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267671201282
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267671211610
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.properties",1267671211632
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267671219587
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267671221173
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.cleanAction",1267671221187
