what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.monitor.ui,3.3.1.v20091215-0000-e3x,"org.eclipse.mylyn.monitor.ui",1268769354208
started,bundle,org.eclipse.mylyn.tasks.ui,3.3.1.v20091215-0000-e3x,"org.eclipse.mylyn.tasks.ui",1268769354256
started,bundle,org.eclipse.mylyn.team.ui,3.3.1.v20091215-0000-e3x,"org.eclipse.mylyn.team.ui",1268769354303
started,bundle,org.tigris.subversion.clientadapter,1.6.6,"org.tigris.subversion.clientadapter",1268769354304
started,bundle,org.tigris.subversion.subclipse.core,1.6.6,"org.tigris.subversion.subclipse.core",1268769354304
started,bundle,org.tigris.subversion.subclipse.ui,1.6.6,"org.tigris.subversion.subclipse.ui",1268769354373
os,sysinfo,,,"win32",1268769354388
arch,sysinfo,,,"x86",1268769354388
ws,sysinfo,,,"win32",1268769354388
locale,sysinfo,,,"en_US",1268769354388
processors,sysinfo,,,"2",1268769354388
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1268769354388
java.runtime.version,sysinfo,,,"1.6.0_16-b01",1268769354388
java.specification.name,sysinfo,,,"Java Platform API Specification",1268769354388
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1268769354388
java.specification.version,sysinfo,,,"1.6",1268769354388
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1268769354388
java.version,sysinfo,,,"1.6.0_16",1268769354388
java.vm.info,sysinfo,,,"mixed mode, sharing",1268769354388
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1268769354388
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1268769354388
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1268769354388
java.vm.specification.version,sysinfo,,,"1.0",1268769354388
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1268769354388
java.vm.version,sysinfo,,,"14.2-b01",1268769354388
