what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.java.ui,3.3.1.v20091215-0000-e3x,"org.eclipse.mylyn.java.ui",1267729299704
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1267729306670
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1267729314246
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267729351420
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267729431576
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267729451370
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267729459963
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1267729497309
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1267729503178
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267729505904
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267729508490
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1267729637800
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1267729652724
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1267729656558
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267729693613
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267729693804
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267729697783
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267733271284
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267733271915
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267735733874
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267735751191
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267735995064
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267735998411
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267736001588
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267736003884
