what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267652262410
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1267652268595
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267652279781
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267652279790
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267652279975
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267652281784
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1267652284492
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1267652288609
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267652290518
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267652291023
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267652291133
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267652291662
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267652292189
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267652303910
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267652304603
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267652313209
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267653632799
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267653634957
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267654337337
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1267654361765
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1267654451533
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1267654455220
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267654457025
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267654457418
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267654457477
