what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineStart",1267934483022
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1267934492622
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1267934492704
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267934507424
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267937362860
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1267937383996
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1267937389879
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1267937481448
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1267937487837
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267937490309
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267937538984
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1267937563299
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267937563492
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267937591774
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1267937603557
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267937604624
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267937607895
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1267937636901
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267937644740
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267937648697
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267937651627
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267937654031
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267937655974
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267937658699
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1267937661248
