what,kind,bundleId,bundleVersion,description,time
ws,sysinfo,,,"win32",1269501105907
locale,sysinfo,,,"en_US",1269501105907
processors,sysinfo,,,"2",1269501105907
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1269501105907
java.runtime.version,sysinfo,,,"1.6.0_16-b01",1269501105907
java.specification.name,sysinfo,,,"Java Platform API Specification",1269501105907
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1269501105907
java.specification.version,sysinfo,,,"1.6",1269501105907
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1269501105907
java.version,sysinfo,,,"1.6.0_16",1269501105907
java.vm.info,sysinfo,,,"mixed mode, sharing",1269501105907
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1269501105907
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1269501105907
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1269501105907
java.vm.specification.version,sysinfo,,,"1.0",1269501105907
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1269501105907
java.vm.version,sysinfo,,,"14.2-b01",1269501105907
started,bundle,org.eclipse.epp.usagedata.ui,1.1.0.R200906100410,"org.eclipse.epp.usagedata.ui",1269501107197
started,bundle,org.eclipse.jsch.core,1.1.100.I20090430-0408,"org.eclipse.jsch.core",1269501107200
started,bundle,org.eclipse.team.cvs.core,3.3.200.I20090430-0408,"org.eclipse.team.cvs.core",1269501107227
started,bundle,org.eclipse.team.cvs.ui,3.3.201.R35x_v20090826-0905,"org.eclipse.team.cvs.ui",1269501108297
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269501113819
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269501117443
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1269501120496
started,bundle,org.eclipse.wst.sse.core,1.1.401.v200909172215,"org.eclipse.wst.sse.core",1269501121401
