what,kind,bundleId,bundleVersion,description,time
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.jdt.core"".",1267661052103
error,log,,,"Exception occurred while creating compilation participant",1267661052105
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1267661070035
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.jdt.core"".",1267661070650
error,log,,,"Exception occurred while creating compilation participant",1267661070651
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1267661072406
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.jdt.core"".",1267661073168
error,log,,,"Exception occurred while creating compilation participant",1267661073170
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.select.lineStart",1267661077502
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.jdt.core"".",1267661078709
error,log,,,"Exception occurred while creating compilation participant",1267661078713
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.select.lineEnd",1267661079705
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.jdt.core"".",1267661081263
error,log,,,"Exception occurred while creating compilation participant",1267661081267
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1267661083909
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.jdt.core"".",1267661084083
error,log,,,"Exception occurred while creating compilation participant",1267661084084
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineStart",1267661114938
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.select.lineEnd",1267661115894
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.cut",1267661117086
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.jdt.core"".",1267661118054
error,log,,,"Exception occurred while creating compilation participant",1267661118058
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1267661125231
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.jdt.core"".",1267661126103
error,log,,,"Exception occurred while creating compilation participant",1267661126106
