what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267650532785
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.properties",1267650532803
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.jdt.core"".",1267650533076
error,log,,,"Exception occurred while creating compilation participant",1267650533077
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267650536817
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267650538699
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.jdt.core"".",1267650538707
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.cleanAction",1267650538708
error,log,,,"Exception occurred while creating compilation participant",1267650538715
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.jdt.core"".",1267650538984
error,log,,,"Exception occurred while creating compilation participant",1267650538986
activated,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.ProblemView",1267650543258
started,bundle,org.eclipse.jdt.junit,3.5.1.r351_v20090708-0800,"org.eclipse.jdt.junit",1267650545844
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1267650551291
started,bundle,org.eclipse.compare.core,3.5.0.I20090430-0408,"org.eclipse.compare.core",1267650552704
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1267650553189
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.jdt.core"".",1267650553267
error,log,,,"Exception occurred while creating compilation participant",1267650553268
started,bundle,org.eclipse.core.variables,3.2.200.v20090521,"org.eclipse.core.variables",1267650553350
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1267650553418
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1267650553714
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1267650556967
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1267650568628
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267650571637
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.jdt.core"".",1267650584874
