what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1268085425535
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1268093566236
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1268093570532
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1268101161660
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1268101170341
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1268101189204
started,bundle,org.eclipse.wst.ws.service.policy,1.0.103.v200905151848,"org.eclipse.wst.ws.service.policy",1268101190481
started,bundle,org.eclipse.wst.command.env,1.0.408.v200903110045,"org.eclipse.wst.command.env",1268101190984
started,bundle,org.eclipse.wst.ws,1.1.103.v200903111822,"org.eclipse.wst.ws",1268101191019
started,bundle,org.maven.ide.eclipse.editor,0.9.8.200905041414,"org.maven.ide.eclipse.editor",1268101192898
started,bundle,org.maven.ide.eclipse.refactoring,0.9.8.200905041414,"org.maven.ide.eclipse.refactoring",1268101193507
started,bundle,org.eclipse.jdt.junit,3.5.1.r351_v20090708-0800,"org.eclipse.jdt.junit",1268101209071
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1268101211521
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1268101229374
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1268101257857
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1268101278179
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1268101278189
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1268101278346
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1268101281327
activated,editor,com.android.ide.eclipse.adt,0.9.5.v200911191123-20404,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1268101293894
started,bundle,org.maven.ide.eclipse.editor.xml,0.9.8.200905041414,"org.maven.ide.eclipse.editor.xml",1268101293976
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1268101304464
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1268101304626
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1268101309309
activated,editor,com.android.ide.eclipse.adt,0.9.5.v200911191123-20404,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1268101313056
